Date : 2022-10-19 15:19:06
Directory : /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin
Total : 1721 files,  247842 codes, 83227 comments, 47887 blanks, all 378956 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/lpc1769/pins_MKS_SGEN.h                                                                           | C++      |         18 |         31 |         10 |         59 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/lpc1769/pins_MKS_SGEN_L_V2.h                                                                      | C++      |        279 |         99 |         76 |        454 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/lpc1769/pins_SMOOTHIEBOARD.h                                                                      | C++      |         80 |         71 |         29 |        180 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/lpc1769/pins_TH3D_EZBOARD.h                                                                       | C++      |        105 |         90 |         33 |        228 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/env_validate.h                                                                               | C++      |          9 |         21 |          3 |         33 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_CHEAPTRONIC.h                                                                           | C++      |         27 |         40 |         12 |         79 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_CHEAPTRONICv2.h                                                                         | C++      |         72 |         47 |         20 |        139 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_CNCONTROLS_11.h                                                                         | C++      |         74 |         61 |         28 |        163 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_CNCONTROLS_12.h                                                                         | C++      |         79 |         62 |         29 |        170 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_CNCONTROLS_15.h                                                                         | C++      |         53 |         55 |         19 |        127 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_EINSTART-S.h                                                                            | C++      |         38 |         55 |         20 |        113 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_ELEFU_3.h                                                                               | C++      |         68 |         55 |         28 |        151 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_GT2560_REV_A.h                                                                          | C++      |         98 |         42 |         30 |        170 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_GT2560_REV_A_PLUS.h                                                                     | C++      |          6 |         24 |          5 |         35 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_GT2560_REV_B.h                                                                          | C++      |          3 |         24 |          4 |         31 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_GT2560_V3.h                                                                             | C++      |        139 |         56 |         23 |        218 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_GT2560_V3_A20.h                                                                         | C++      |         12 |         24 |          6 |         42 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_GT2560_V3_MC2.h                                                                         | C++      |          7 |         24 |          5 |         36 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_GT2560_V4.h                                                                             | C++      |          3 |         24 |          4 |         31 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_GT2560_V4_A20.h                                                                         | C++      |         13 |         24 |          7 |         44 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_HJC2560C_REV2.h                                                                         | C++      |         81 |         60 |         31 |        172 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_INTAMSYS40.h                                                                            | C++      |         62 |         62 |         26 |        150 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_LEAPFROG.h                                                                              | C++      |         37 |         40 |         15 |         92 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_LEAPFROG_XEED2015.h                                                                     | C++      |         38 |         56 |         20 |        114 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_MALYAN_M180.h                                                                           | C++      |         40 |         45 |         16 |        101 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_MEGACONTROLLER.h                                                                        | C++      |         81 |         52 |         32 |        165 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_MEGATRONICS.h                                                                           | C++      |         62 |         49 |         22 |        133 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_MEGATRONICS_2.h                                                                         | C++      |         80 |         50 |         24 |        154 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_MEGATRONICS_3.h                                                                         | C++      |        113 |         53 |         28 |        194 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_MIGHTYBOARD_REVE.h                                                                      | C++      |        130 |        101 |         48 |        279 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_MINITRONICS.h                                                                           | C++      |         68 |         51 |         24 |        143 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_OVERLORD.h                                                                              | C++      |         73 |         50 |         22 |        145 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_PICA.h                                                                                  | C++      |         72 |         59 |         23 |        154 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_PICAOLD.h                                                                               | C++      |          6 |         21 |          3 |         30 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_PROTONEER_CNC_SHIELD_V3.h                                                               | C++      |         19 |         48 |         11 |         78 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_SILVER_GATE.h                                                                           | C++      |         63 |         21 |         19 |        103 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_WANHAO_ONEPLUS.h                                                                        | C++      |         44 |         49 |         17 |        110 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/mega/pins_WEEDO_62A.h                                                                             | C++      |         44 |         46 |         17 |        107 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/pins.h                                                                                            | C++      |        751 |        101 |         52 |        904 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/pinsDebug.h                                                                                       | C++      |        211 |         52 |         31 |        294 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/pinsDebug_list.h                                                                                  | C++      |      1,739 |         47 |         11 |      1,797 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/pins_postprocess.h                                                                                | C++      |      1,317 |         65 |         54 |      1,436 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/rambo/env_validate.h                                                                              | C++      |          4 |         21 |          2 |         27 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/rambo/pins_EINSY_RAMBO.h                                                                          | C++      |        114 |         65 |         38 |        217 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/rambo/pins_EINSY_RETRO.h                                                                          | C++      |        112 |         62 |         37 |        211 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/rambo/pins_MINIRAMBO.h                                                                            | C++      |        111 |         56 |         36 |        203 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/rambo/pins_RAMBO.h                                                                                | C++      |        144 |         88 |         49 |        281 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/rambo/pins_RAMBO_THINKERV2.h                                                                      | C++      |         25 |         27 |          9 |         61 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/rambo/pins_SCOOVO_X9H.h                                                                           | C++      |         83 |         50 |         26 |        159 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/env_validate.h                                                                              | C++      |         12 |         21 |          3 |         36 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_3DRAG.h                                                                                | C++      |         77 |         75 |         22 |        174 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_AZTEEG_X3.h                                                                            | C++      |         45 |         36 |         17 |         98 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_AZTEEG_X3_PRO.h                                                                        | C++      |         89 |         65 |         25 |        179 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_BAM_DICE_DUE.h                                                                         | C++      |         11 |         30 |          7 |         48 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_BIQU_KFB_2.h                                                                           | C++      |          7 |         28 |          6 |         41 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_BQ_ZUM_MEGA_3D.h                                                                       | C++      |         50 |         59 |         18 |        127 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_COPYMASTER_3D.h                                                                        | C++      |          7 |         24 |          4 |         35 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_DAGOMA_F5.h                                                                            | C++      |         26 |         31 |         10 |         67 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_DUPLICATOR_I3_PLUS.h                                                                   | C++      |         43 |        125 |         16 |        184 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_FELIX2.h                                                                               | C++      |         15 |         37 |         12 |         64 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_FORMBOT_RAPTOR.h                                                                       | C++      |        105 |         52 |         25 |        182 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_FORMBOT_RAPTOR2.h                                                                      | C++      |         36 |         27 |         12 |         75 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_FORMBOT_TREX2PLUS.h                                                                    | C++      |        107 |         56 |         27 |        190 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_FORMBOT_TREX3.h                                                                        | C++      |        110 |         52 |         26 |        188 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_FYSETC_F6_13.h                                                                         | C++      |        190 |         72 |         40 |        302 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_FYSETC_F6_14.h                                                                         | C++      |         18 |         27 |         11 |         56 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_K8200.h                                                                                | C++      |          5 |         25 |          4 |         34 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_K8400.h                                                                                | C++      |         15 |         43 |          9 |         67 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_K8600.h                                                                                | C++      |         39 |         46 |         16 |        101 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_K8800.h                                                                                | C++      |         48 |         46 |         23 |        117 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_LONGER3D_LKx_PRO.h                                                                     | C++      |         54 |         50 |         18 |        122 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_MAKEBOARD_MINI.h                                                                       | C++      |          6 |         24 |          4 |         34 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_MKS_BASE_10.h                                                                          | C++      |          7 |         26 |          5 |         38 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_MKS_BASE_14.h                                                                          | C++      |         24 |        136 |         11 |        171 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_MKS_BASE_15.h                                                                          | C++      |          7 |         24 |          5 |         36 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_MKS_BASE_16.h                                                                          | C++      |         23 |         30 |          7 |         60 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_MKS_BASE_HEROIC.h                                                                      | C++      |          3 |         30 |          4 |         37 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_MKS_BASE_common.h                                                                      | C++      |         33 |         34 |          9 |         76 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_MKS_GEN_13.h                                                                           | C++      |         35 |         83 |         13 |        131 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_MKS_GEN_L.h                                                                            | C++      |         17 |         33 |         10 |         60 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_MKS_GEN_L_V2.h                                                                         | C++      |         42 |         33 |         15 |         90 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_MKS_GEN_L_V21.h                                                                        | C++      |         42 |         33 |         11 |         86 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_ORTUR_4.h                                                                              | C++      |         49 |         39 |         18 |        106 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_PXMALION_CORE_I3.h                                                                     | C++      |         35 |         40 |         12 |         87 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_RAMPS.h                                                                                | C++      |        573 |        199 |        139 |        911 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_RAMPS_13.h                                                                             | C++      |          6 |         32 |          5 |         43 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_RAMPS_CREALITY.h                                                                       | C++      |         36 |         25 |         12 |         73 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_RAMPS_ENDER_4.h                                                                        | C++      |         12 |         24 |          6 |         42 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_RAMPS_OLD.h                                                                            | C++      |         53 |         48 |         17 |        118 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_RAMPS_PLUS.h                                                                           | C++      |         33 |         51 |         11 |         95 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_RAMPS_S_12.h                                                                           | C++      |        171 |         77 |         33 |        281 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_RIGIDBOARD.h                                                                           | C++      |         55 |         51 |         24 |        130 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_RIGIDBOARD_V2.h                                                                        | C++      |         15 |         29 |          9 |         53 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_RL200.h                                                                                | C++      |         20 |         25 |          8 |         53 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_RUMBA.h                                                                                | C++      |        157 |         60 |         34 |        251 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_RUMBA_RAISE3D.h                                                                        | C++      |          6 |         22 |          4 |         32 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_SAINSMART_2IN1.h                                                                       | C++      |          9 |         28 |          6 |         43 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_TANGO.h                                                                                | C++      |         22 |         24 |          8 |         54 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_TENLOG_D3_HERO.h                                                                       | C++      |         63 |         97 |         28 |        188 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_TRIGORILLA_13.h                                                                        | C++      |         12 |         24 |          8 |         44 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_TRIGORILLA_14.h                                                                        | C++      |         81 |         51 |         16 |        148 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_TRONXY_V3_1_0.h                                                                        | C++      |          9 |        264 |          8 |        281 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_TT_OSCAR.h                                                                             | C++      |        288 |        124 |         98 |        510 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_ULTIMAIN_2.h                                                                           | C++      |         67 |         54 |         21 |        142 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_ULTIMAKER.h                                                                            | C++      |         76 |         60 |         31 |        167 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_ULTIMAKER_OLD.h                                                                        | C++      |        126 |        114 |         33 |        273 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_VORON.h                                                                                | C++      |         14 |         34 |          8 |         56 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_ZRIB_V20.h                                                                             | C++      |         51 |         28 |          9 |         88 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_ZRIB_V52.h                                                                             | C++      |         13 |        138 |          9 |        160 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_ZRIB_V53.h                                                                             | C++      |        262 |        209 |         41 |        512 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/ramps/pins_Z_BOLT_X_SERIES.h                                                                      | C++      |        203 |         71 |         30 |        304 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/env_validate.h                                                                                | C++      |         10 |         21 |          3 |         34 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_ADSK.h                                                                                   | C++      |         53 |        128 |         27 |        208 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_ALLIGATOR_R2.h                                                                           | C++      |         78 |         53 |         27 |        158 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_ARCHIM1.h                                                                                | C++      |        100 |         72 |         34 |        206 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_ARCHIM2.h                                                                                | C++      |        146 |         79 |         38 |        263 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_CNCONTROLS_15D.h                                                                         | C++      |         62 |         55 |         21 |        138 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_DUE3DOM.h                                                                                | C++      |         90 |         46 |         36 |        172 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_DUE3DOM_MINI.h                                                                           | C++      |         89 |         47 |         37 |        173 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_KRATOS32.h                                                                               | C++      |        102 |         48 |         30 |        180 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_PRINTRBOARD_G2.h                                                                         | C++      |         59 |         86 |         27 |        172 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_RADDS.h                                                                                  | C++      |        177 |         63 |         57 |        297 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_RAMPS4DUE.h                                                                              | C++      |          7 |         41 |          5 |         53 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_RAMPS_DUO.h                                                                              | C++      |         56 |         49 |         27 |        132 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_RAMPS_FD_V1.h                                                                            | C++      |        148 |         81 |         36 |        265 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_RAMPS_FD_V2.h                                                                            | C++      |         17 |         27 |          9 |         53 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_RAMPS_SMART.h                                                                            | C++      |         46 |         82 |         15 |        143 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_RURAMPS4D_11.h                                                                           | C++      |        153 |         94 |         46 |        293 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_RURAMPS4D_13.h                                                                           | C++      |        147 |         87 |         44 |        278 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sam/pins_ULTRATRONICS_PRO.h                                                                       | C++      |         98 |         50 |         29 |        177 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/samd/pins_BRICOLEMON_LITE_V1_0.h                                                                  | C++      |        184 |        318 |        115 |        617 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/samd/pins_BRICOLEMON_V1_0.h                                                                       | C++      |        212 |        337 |        128 |        677 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/samd/pins_RAMPS_144.h                                                                             | C++      |        237 |        231 |        104 |        572 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/env_validate.h                                                                           | C++      |         19 |         21 |          3 |         43 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_ANET_10.h                                                                           | C++      |         73 |        200 |         33 |        306 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_AZTEEG_X1.h                                                                         | C++      |          3 |         24 |          4 |         31 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_GEN3_MONOLITHIC.h                                                                   | C++      |         23 |         61 |         15 |         99 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_GEN3_PLUS.h                                                                         | C++      |         25 |         60 |         14 |         99 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_GEN6.h                                                                              | C++      |         37 |         66 |         18 |        121 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_GEN6_DELUXE.h                                                                       | C++      |          3 |         45 |          7 |         55 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_GEN7_12.h                                                                           | C++      |         53 |         72 |         22 |        147 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_GEN7_13.h                                                                           | C++      |          4 |         45 |          6 |         55 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_GEN7_14.h                                                                           | C++      |         34 |         67 |         19 |        120 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_GEN7_CUSTOM.h                                                                       | C++      |         42 |         77 |         21 |        140 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_MELZI.h                                                                             | C++      |         17 |         25 |          6 |         48 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_MELZI_CREALITY.h                                                                    | C++      |         39 |         92 |         11 |        142 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_MELZI_MAKR3D.h                                                                      | C++      |          3 |         24 |          3 |         30 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_MELZI_MALYAN.h                                                                      | C++      |         16 |         24 |          6 |         46 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_MELZI_TRONXY.h                                                                      | C++      |         29 |         25 |          7 |         61 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_MELZI_V2.h                                                                          | C++      |          8 |         25 |          5 |         38 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_OMCA.h                                                                              | C++      |         42 |         88 |         20 |        150 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_OMCA_A.h                                                                            | C++      |         32 |         86 |         18 |        136 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_SANGUINOLOLU_11.h                                                                   | C++      |        140 |        113 |         64 |        317 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_SANGUINOLOLU_12.h                                                                   | C++      |          6 |         33 |          4 |         43 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_SETHI.h                                                                             | C++      |         38 |         67 |         19 |        124 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_STB_11.h                                                                            | C++      |          3 |         24 |          4 |         31 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sanguino/pins_ZMIB_V2.h                                                                           | C++      |         97 |        111 |         25 |        233 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/sensitive_pins.h                                                                                  | C++      |        768 |         46 |         83 |        897 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/stm32f0/pins_MALYAN_M200_V2.h                                                                     | C++      |          6 |         21 |          4 |         31 |
| /home/sanjay/Desktop/Bitbucket/MarlinV2_morphle/Marlin/src/pins/stm32f0/pins_MALYAN_M300.h                                                                        | C++      |         35 |         42 |         14 |         91 |
